,Общая,Жилая,Кухня,Этаж,Тип жилья,Планировка,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Балкон/лоджия,Вид из окон,Отделка,Цена,Комнат,Район,Линк,Построен,Срок сдачи,Санузел,Высота потолков,Ремонт
5430,35,12,11,5,Новостройка,,,1 балкон,Во двор,,3802000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/245614737/,,,1 совмещенный,,
5431,84,,,10,Вторичка,,,,На улицу и двор,,5999999,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/234920983/,,,,3 м,Без ремонта
5432,60,39,7,8,Вторичка,,,1 лоджия,Во двор,,7200000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/245779808/,1989,,1 раздельный,,Евроремонт
5433,53,27,10,4,Новостройка,Изолированная,16.1-11.1 м²,1 балкон,,Черновая,5723346,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/244421072/,,,1 раздельный,,
5434,75,,,2,Вторичка,,,1 балкон,,,14280000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245059354/,,,,,Дизайнерский
5435,70,40,10,2,Вторичка,Изолированная,,1 балкон,На улицу и двор,,7200000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/232221996/,2007,,1 раздельный,"2,5 м",Косметический
5436,41,18,12,1,Новостройка,,18.4 м²,1 балкон,Во двор,Черновая,5190000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240140605/,,,1 совмещенный,,
5437,31,,,3,Вторичка,,,1 балкон,,,3200000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244844245/,2018,,,,Косметический
5438,70,50,10,1,Вторичка,Изолированная,,1 лоджия,На улицу и двор,,5500000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/234615020/,2008,,2 раздельных,"2,5 м",Евроремонт
5439,36,,,18,Вторичка,,,1 балкон,На улицу,,4720000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243119869/,2019,,1 совмещенный,"2,7 м",Евроремонт
5440,101,,,5,Вторичка,,,2 балкона,,,7300000,4-комн.,р-н Кировский,https://kazan.cian.ru/sale/flat/237900061/,2019,,,,Без ремонта
5441,40,25,9,1,Вторичка,,,,Во двор,,930000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/220738484/,,,1 совмещенный,,Без ремонта
5442,55,30,8,7,Вторичка,Изолированная,17-13 м²,1 лоджия,На улицу,,4700000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245121273/,1992,,1 раздельный,"2,7 м",Евроремонт
5443,69,38,7,3,Вторичка,Изолированная,,,На улицу и двор,,5900000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/244914128/,1995,,1 раздельный,,Косметический
5444,46,27,7,3,Вторичка,,,1 лоджия,,,4300000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/242827241/,1997,,,"2,6 м",
5445,41,25,,3,Вторичка,,,1 балкон,На улицу,,3600000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245460640/,1960,,1 совмещенный,"2,8 м",
5446,44,,,3,Вторичка,,,1 балкон,,,3500000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245225930/,1967,,,,
5447,24,,,1,Вторичка,,"13+11,3 м²",,Во двор,,1200000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/233341908/,1963,,1 раздельный,"2,48 м",Косметический
5448,68,,,1,Вторичка,,,1 балкон,,,4800000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245499428/,1994,,,,Косметический
5449,118,54,17,2,Новостройка,Изолированная,22.7-15-16.6 м²,1 лоджия,Во двор,Нет,10787000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241087181/,,,1 раздельный,,
5450,120,,,7,Вторичка,,,,,,10200000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/244136152/,,,,,
5451,63,,,3,Вторичка,,,1 балкон,,,3500000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/245865969/,1950,,,,Косметический
5452,31,,,4,Вторичка,,,1 балкон,,,2180000,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/228536590/,1971,,1 совмещенный,"2,48 м",Косметический
5453,65,35,11,2,Вторичка,Изолированная,21.5-13.9 м²,2 лоджии,На улицу и двор,,5450000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243445532/,,,2 раздельных,"2,85 м",Без ремонта
5454,120,100,15,9,Вторичка,,,,,,19000000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/246051509/,2013,,2 совмещенных,,Дизайнерский
5455,60,,,5,Вторичка,,,1 балкон,,,5800000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243930231/,2017,,,,
5456,34,15,8,1,Вторичка,,15.2 м²,,,,2800000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243687677/,1962,,,"2,51 м",Косметический
5457,121,83,,5,Вторичка,,33-25-25 м²,,,,8068684,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/233443719/,2016,,2 раздельных,,Без ремонта
5458,67,37,12,1,Вторичка,Изолированная,13.5-23.8 м²,1 балкон,Во двор,,5950000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240858861/,2004,,1 раздельный,,Евроремонт
5459,47,,,1,Вторичка,,,,,,3480000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/244635004/,1964,,,,Косметический
5460,40,16,11,3,Новостройка,,,1 балкон,,Черновая,5301000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244690915/,,3,1 совмещенный,,
5461,35,18,6,9,Вторичка,,,1 балкон,На улицу,,3500000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/234774294/,1976,,1 совмещенный,,Косметический
5462,78,40,18,1,Новостройка,,,1 балкон,Во двор,,5980000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245806740/,,2,,,
5463,136,70,19,5,Вторичка,,,1 балкон,На улицу и двор,,9870000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241466030/,2002,,1 раздельный,"2,78 м",Евроремонт
5464,84,56,20,6,Вторичка,,,1 балкон,,,19000000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/241732550/,2013,,,"2,8 м",
5465,32,16,9,9,Вторичка,,,1 балкон,Во двор,,2920000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/236853818/,,,1 совмещенный,"2,3 м",Косметический
5466,97,49,14,12,Новостройка,,,1 балкон,,Чистовая,6980000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240333573/,,3,1 совмещенный,,
5467,235,,,19,Вторичка Пентхаус,Изолированная,,"1 балкон, 1 лоджия",На улицу и двор,,21900000,5-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/207238078/,2013,,"1 совмещенный, 1 раздельный",,Дизайнерский
5468,57,26,14,3,Вторичка,,,,,,11115000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/236450692/,,,,,
5469,88,48,12,7,Вторичка,Изолированная,,1 балкон,На улицу и двор,,6700000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/218348167/,2019,,1 раздельный,,Без ремонта
5470,48,22,10,7,Новостройка,,,,Во двор,Нет,5055000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/232425871/,,2,1 раздельный,,
5471,30,20,4,2,Вторичка,,20 м²,,Во двор,,2390000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/233776866/,,,1 раздельный,,Евроремонт
5472,32,15,8,15,Новостройка,,,1 лоджия,На улицу,Черновая,3950000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245129242/,,4,,,
5473,69,43,10,4,Вторичка,Изолированная,,1 лоджия,На улицу и двор,,5000000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/238141105/,2004,,2 раздельных,"2,7 м",Косметический
5474,52,,,1,Новостройка,,,,,,5298500,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240670592/,,1,,,
5475,35,17,9,4,Вторичка,,,,,,3750000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245737191/,2004,,,,Косметический
5476,51,29,8,6,Вторичка,,"12,2+17,3 м²",1 лоджия,,,5100000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245839201/,1986,,1 раздельный,"2,51 м",Косметический
5477,40,25,5,1,Вторичка,Изолированная,,,,,2700000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/240740611/,,,,,Евроремонт
5478,60,45,7,3,Вторичка,,,1 балкон,,,4350000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245238655/,1974,,,"2,7 м",
5479,85,46,13,5,Вторичка,Изолированная,,1 балкон,,,8250000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240707131/,,,1 раздельный,,Евроремонт
5480,69,,,7,Вторичка,Смежно-изолированная,,,,,5499000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/232611201/,,,,,
5481,60,,,3,Вторичка,,,1 балкон,,,5700000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/246086999/,2004,,,,Косметический
5482,66,,,9,Вторичка,,,1 балкон,,,7300000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245432224/,2002,,1 совмещенный,,Дизайнерский
5483,49,28,8,11,Вторичка,,,,,,4500000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/227697348/,,,,,
5484,53,24,,2,Новостройка,,13-11.3 м²,,,,5840000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244512575/,,,1 раздельный,,
5485,80,75,,32,Вторичка,,45+25 м²,,,,11500000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/242636975/,2013,,,"2,7 м",Дизайнерский
5486,136,,,6,Вторичка,,,1 балкон,,,8450000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/237153870/,2001,,,,Косметический
5487,38,,,5,Вторичка,,,1 лоджия,,,4200000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/246070061/,2020,,,,Без ремонта
5488,120,66,,5,Вторичка,,,2 лоджии,Во двор,,8750000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241818380/,2003,,"1 совмещенный, 2 раздельных",,
5489,43,27,6,2,Вторичка,Смежно-изолированная,,1 балкон,Во двор,,2500000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/242688361/,1960,,,"2,48 м",Без ремонта
5490,80,,,5,Вторичка,,,1 балкон,,,7300000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/225385745/,2004,,,,
5491,85,50,17,4,Вторичка,Изолированная,,1 балкон,Во двор,,6730800,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243837766/,2019,,1 совмещенный,,Без ремонта
5492,69,41,7,12,Вторичка,Изолированная,13-16.2-12.1 м²,1 лоджия,,,5390000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/237421574/,1989,,1 раздельный,,Косметический
5493,45,30,7,14,Новостройка,Изолированная,,1 балкон,На улицу,Нет,3999000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244549023/,,4,1 совмещенный,,
5494,36,9,18,3,Новостройка,,9.62 м²,,Во двор,,3594552,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/242013525/,,1,1 совмещенный,"2,6 м",
5495,24,12,5,5,Вторичка,,,,Во двор,,2569999,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/243804957/,1965,,1 совмещенный,,Косметический
5496,34,19,7,4,Вторичка,,19 м²,1 лоджия,Во двор,,3450000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/244921600/,1983,,1 совмещенный,,Косметический
5497,112,86,16,17,Вторичка,,,1 лоджия,,,9000000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/246057599/,2020,,2 раздельных,3 м,
5498,62,34,12,3,Вторичка,Изолированная,20.3-13.7 м²,1 лоджия,Во двор,,7890000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/232843298/,,,1 совмещенный,"2,7 м",Евроремонт
5499,17,10,3,4,Вторичка,,,,Во двор,,1400000,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/241514545/,,,1 совмещенный,"2,5 м",Евроремонт
5500,34,,,7,Вторичка,,,1 балкон,,,3390000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245865959/,1985,,,,Косметический
5501,64,,,12,Вторичка,Изолированная,,1 лоджия,Во двор,,6530000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245821902/,2009,,1 раздельный,"2,5 м",Евроремонт
5502,73,42,13,9,Новостройка,Изолированная,12-12-18 м²,1 балкон,Во двор,Нет,5370000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241971548/,,,1 раздельный,,
5503,37,16,10,11,Новостройка,,16 м²,1 лоджия,Во двор,Черновая,3499999,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/242305636/,,,1 совмещенный,,
5504,72,,20,12,Вторичка,,,1 балкон,,,7600000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/234704592/,2017,,,,Дизайнерский
5505,32,22,4,1,Вторичка,,,,,,2300000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/242606773/,1979,,,"2,6 м",
5506,39,17,9,12,Вторичка,,,1 балкон,,,3950000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245075979/,2016,,,,Косметический
5507,35,,,10,Новостройка,,,1 балкон,,,4050000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245301269/,,,,,
5508,32,15,6,7,Новостройка,,,1 лоджия,На улицу и двор,Черновая,3750000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243295859/,,4,,,
5509,35,16,8,9,Новостройка,,,1 балкон,,,4387120,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243368800/,,3,,,
5510,200,,,5,Вторичка,,,1 балкон,,,12500000,4-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/244128802/,2004,,,,Евроремонт
5511,64,,,5,Вторичка,,,1 балкон,,,5000000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245075998/,1987,,,,Без ремонта
5512,55,32,8,2,Вторичка,Изолированная,,1 балкон,Во двор,,3990000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/204423311/,1984,,1 раздельный,"2,5 м",Косметический
5513,69,,,5,Вторичка,,,1 балкон,,,5595000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/238655941/,1980,,,,Косметический
5514,58,33,9,2,Вторичка,Изолированная,18-15 м²,1 балкон,,,5600000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/238065469/,,,1 совмещенный,,Евроремонт
5515,125,75,,6,Новостройка,,75.20 м²,2 балкона,,,12102067,4-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/231327996/,,4,"1 совмещенный, 1 раздельный","2,85 м",
5516,15,,,2,Вторичка,,,,Во двор,,1360000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/232935936/,1968,,1 раздельный,"2,7 м",Косметический
5517,83,,,11,Новостройка,,,2 балкона,На улицу и двор,Черновая,6916800,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/242953161/,,4,2 раздельных,,
5518,45,12,20,2,Новостройка,,12.62 м²,1 балкон,,,7089000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/227969010/,,2,1 совмещенный,,
5519,83,,,18,Вторичка,,,,,,11700000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244743788/,2013,,,"2,7 м",Дизайнерский
5520,57,,,10,Вторичка,,,1 лоджия,,,7160000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245631129/,2004,,,"2,5 м",Косметический
5521,62,,,4,Вторичка,,,1 балкон,,,4300000,4-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/224833414/,1973,,,,Косметический
5522,81,47,12,3,Вторичка,,,1 балкон,,,9800000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/224546303/,2000,,,,Косметический
5523,31,,,7,Вторичка,,,1 балкон,,,3700000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/233409155/,2003,,,,Косметический
5524,99,60,20,2,Вторичка,,,,,,11900000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/229202365/,2014,,1 раздельный,,Косметический
5525,72,42,13,11,Новостройка,Изолированная,12-12-18 м²,1 балкон,Во двор,Нет,5240000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241666081/,,,1 раздельный,,
5526,48,,,4,Вторичка,,,1 балкон,,,6140000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/246012117/,2018,,,,Без ремонта
5527,138,,,5,Вторичка,,,1 балкон,,,11500000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/239635153/,2001,,,,Дизайнерский
5528,60,37,6,6,Новостройка,,,"1 балкон, 1 лоджия",,Черновая,5500000,3-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/246001584/,,4,,,
5529,18,,,5,Вторичка,,,1 балкон,,,1220000,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/240875990/,1967,,,,
5530,63,,,2,Новостройка,,,1 балкон,,,5750000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245499456/,,,,,
5531,42,19,9,4,Вторичка,,,1 балкон,Во двор,,4230000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245975461/,2019,,1 совмещенный,,
5532,80,38,12,3,Вторичка,Изолированная,20-18 м²,1 лоджия,,,6550000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/242780823/,,,2 раздельных,"2,75 м",Евроремонт
5533,169,,,6,Вторичка,,,1 балкон,,,26400000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245424270/,2008,,"1 совмещенный, 1 раздельный","2,5 м",Дизайнерский
5534,74,,11,2,Новостройка,,,1 балкон,,,5700000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244219314/,,,,,
5535,117,,15,9,Вторичка,Изолированная,,"1 балкон, 1 лоджия",На улицу и двор,,12229245,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243729929/,,,"1 совмещенный, 1 раздельный",3 м,Без ремонта
5536,30,15,5,2,Вторичка,,15 м²,1 балкон,Во двор,,2690000,"Студия,",р-н Кировский,https://kazan.cian.ru/sale/flat/241670755/,,,1 совмещенный,"2,7 м",
5537,42,,,8,Вторичка,Изолированная,,,,,2490000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/237845788/,1989,,1 совмещенный,,Косметический
5538,52,21,12,11,Вторичка,,,1 лоджия,Во двор,,5300000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/232396613/,2014,,1 совмещенный,,Евроремонт
5539,83,,,15,Вторичка,,,,,,7200000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245124406/,,,,,
5540,32,,6,3,Вторичка,,20 м²,,Во двор,,2350000,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/238547374/,1959,,1 раздельный,"2,48 м",Косметический
5541,113,65,15,8,Вторичка,,,1 балкон,Во двор,,9950000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243320903/,2007,,1 раздельный,,Косметический
5542,48,20,14,4,Вторичка,,,1 лоджия,,,7680000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/241501798/,2006,,1 совмещенный,"2,5 м",Евроремонт
5543,20,,,1,Вторичка,,,1 лоджия,На улицу,,1890000,"Студия,",р-н Советский,https://kazan.cian.ru/sale/flat/244762517/,2002,,1 совмещенный,,Косметический
5544,42,20,12,2,Вторичка,,,,,,4900000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/238199038/,,,,,
5545,55,,,1,Вторичка,,,1 балкон,,,4860000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244166827/,2005,,,,Косметический
5546,54,,6,3,Вторичка,,,1 балкон,,,4350000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/244559950/,1960,,,,Дизайнерский
5547,13,,,5,Вторичка,,,,,,670000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/230504118/,2002,,,"2,7 м",
5548,40,22,5,4,Новостройка,,22.19 м²,1 балкон,,Черновая,5282000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240244019/,,2,1 совмещенный,,
5549,157,89,18,3,Вторичка,,,1 лоджия,,,12990000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/230504035/,2003,,,3 м,
5550,34,22,8,2,Вторичка,,,,Во двор,,3150000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/239272846/,1959,,1 совмещенный,"2,51 м",Без ремонта
5551,64,27,16,16,Новостройка,,27.50 м²,1 лоджия,,,6618000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/230468114/,,2,1 раздельный,,
5552,74,39,25,1,Вторичка,,10.9-10 м²,,На улицу и двор,,6700000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/242633207/,1955,,1 совмещенный,,Дизайнерский
5553,50,16,,10,Новостройка,,16.82 м²,1 лоджия,,,6595404,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/233946017/,,3,1 совмещенный,"3,05 м",
5554,43,29,6,1,Вторичка,Изолированная,,,,,3650000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/241472566/,1964,,1 совмещенный,"2,48 м",Косметический
5555,57,28,8,9,Новостройка,,,1 лоджия,Во двор,Чистовая,6336369,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/221838187/,,4,1 совмещенный,,
5556,166,,,4,Вторичка Апартаменты,,,,Во двор,,33120000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/156748514/,2012,,,3 м,Без ремонта
5557,44,28,6,5,Вторичка,,,1 балкон,,,3350000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/242713186/,,,1 совмещенный,,Косметический
5558,34,,,7,Вторичка,,,1 балкон,,,4090000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245179491/,1984,,,,Косметический
5559,72,41,10,9,Вторичка,Изолированная,15.8-14.2-11.5 м²,1 балкон,,,7250000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243379240/,1998,,1 раздельный,,
5560,99,44,15,2,Вторичка,Изолированная,15-15-14 м²,1 балкон,На улицу и двор,,7761000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/234622609/,,,1 совмещенный,"2,7 м",Без ремонта
5561,58,,,3,Вторичка,Изолированная,,1 балкон,На улицу,,5567000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/237046950/,1958,,1 раздельный,,Косметический
5562,80,60,12,7,Вторичка,Изолированная,24+14+12 м²,1 лоджия,Во двор,,7500000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245690514/,2000,,1 раздельный,,Евроремонт
5563,65,,,7,Вторичка,Смежно-изолированная,,,,,4499000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/231640897/,,,,,
5564,48,21,12,2,Вторичка,,21 м²,1 лоджия,,,5350000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/244262105/,,,1 совмещенный,,Дизайнерский
5565,45,,,2,Вторичка,,,1 балкон,,,4680000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245866028/,1960,,,,
5566,125,57,26,9,Вторичка,,,1 лоджия,,,12170218,4-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/244743954/,2020,,"2 совмещенных, 2 раздельных","2,85 м",Без ремонта
5567,54,,,3,Вторичка,,,1 лоджия,На улицу,,5150000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/240304397/,1992,,1 раздельный,,Без ремонта
5568,66,38,8,3,Вторичка,,,2 лоджии,,,6000000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/243411357/,1995,,,"2,7 м",
5569,33,,,5,Вторичка,,,1 балкон,,,4800000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/227364486/,1994,,,,
5570,36,,,14,Вторичка,,,1 балкон,,,3800000,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/244635058/,1980,,,,
5571,56,,,7,Новостройка,,,1 балкон,На улицу,Черновая,5800000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241595468/,,4,1 совмещенный,,
5572,88,51,,9,Новостройка,,51.31 м²,"1 балкон, 1 лоджия",,,12185800,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/227235968/,,3,"1 совмещенный, 1 раздельный","3,05 м",
5573,89,,,6,Вторичка,,,1 балкон,,,6700000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/224003521/,2003,,,,Косметический
5574,112,,,2,Вторичка,,,1 балкон,,,15000000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/246086955/,,,,,
5575,45,26,7,5,Вторичка,,,1 балкон,,,4400000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245643772/,1984,,,"2,6 м",
5576,68,43,20,9,Вторичка,,,1 лоджия,,,7300000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245463278/,2002,,1 совмещенный,"2,7 м",Евроремонт
5577,68,44,8,6,Вторичка,Изолированная,18-14-12 м²,"1 балкон, 1 лоджия",На улицу и двор,,5560000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245617288/,1976,,1 раздельный,"2,6 м",Косметический
5578,51,28,7,2,Вторичка,,,1 лоджия,,,3699000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243943720/,1983,,,"2,7 м",
5579,80,49,9,2,Вторичка,Изолированная,"10+10,2+17,7+11,8 м²",1 лоджия,На улицу и двор,,6650000,4-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245861196/,2000,,1 раздельный,"2,6 м",Косметический
5580,63,,,4,Вторичка,,,,,,5570000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245422438/,1989,,,"2,48 м",Косметический
5581,67,36,,1,Новостройка,,36.00 м²,1 балкон,,,6456898,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/239202036/,,4,1 раздельный,"2,8 м",
5582,110,,,9,Вторичка,,,1 балкон,,,7060000,4-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/240191135/,1994,,,,
5583,78,40,18,8,Новостройка,,,1 балкон,На улицу,,7078000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245805107/,,1,2 совмещенных,,
5584,40,,,19,Вторичка,,,1 балкон,,,5900000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243992516/,,,,"2,75 м",Дизайнерский
5585,24,18,,1,Вторичка,,20 м²,,,,1499000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245657466/,1959,,,"2,51 м",Евроремонт
5586,45,29,6,5,Вторичка,Изолированная,19.1-9.9 м²,1 балкон,Во двор,,3750000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244357263/,,,1 совмещенный,"2,7 м",
5587,90,,,10,Новостройка,,,1 балкон,,,14000000,4-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243127222/,,,,,
5588,89,66,9,3,Вторичка,,,2 балкона,Во двор,,6099000,4-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243863583/,1955,,1 раздельный,"3,2 м",Дизайнерский
